50000,60,45,41,414,43,41,25,412,615,43,45,428,42,415,1472,40,0,40,415,0
30000,12,37,43,414,42,42,25,404,119,43,45,416,42,415,1218,40,0,40,419,0
10000,24,44,41,419,42,42,10,414,177,46,42,422,45,421,485,40,0,40,412,0
15000,36,54,43,419,41,41,10,420,526,45,42,422,42,413,690,40,0,40,418,0
20000,60,29,43,411,41,40,1,404,279,44,42,414,41,411,1284,41,0,40,413,0
20000,24,33,43,413,41,40,10,410,0,0,45,0,46,0,1064,40,0,40,416,0
35000,60,44,41,419,42,42,10,454,61,43,42,423,46,415,137,41,0,40,419,0
50000,60,28,42,414,41,40,10,412,658,43,44,410,41,415,137,41,0,40,412,0
20000,36,42,43,418,41,41,10,420,434,43,45,417,44,419,1326,40,0,40,412,0
50000,60,50,41,416,42,43,1,410,0,0,42,0,46,0,594,40,0,40,411,0
30000,12,41,41,412,42,43,25,412,0,0,42,0,46,0,434,40,0,40,413,0
50000,60,40,41,413,42,42,10,412,744,45,42,417,42,422,836,40,0,40,412,0
16000,36,43,43,419,43,41,1,404,122,43,42,426,44,422,594,41,0,40,412,0
20000,48,37,41,419,42,42,10,431,0,0,42,0,41,0,1078,41,0,41,416,0
20000,24,25,43,415,41,40,25,420,0,0,42,0,45,0,1432,40,0,40,417,0
9000,8,24,41,415,41,40,10,411,4,41,42,410,42,421,2,40,0,40,410,0
50000,60,37,43,419,43,40,25,420,523,43,42,415,44,418,485,40,0,40,414,0
35000,60,67,41,419,42,45,1,412,757,42,45,428,44,420,1064,40,0,40,415,0
50000,48,26,43,414,41,40,10,412,0,0,42,0,42,0,1472,40,0,41,419,0
33000,60,33,43,419,41,40,10,410,814,42,42,415,44,422,1472,41,0,40,412,0
50000,60,40,41,413,42,42,10,412,0,0,42,0,42,0,836,40,0,40,412,0
7000,11,22,43,414,41,40,25,410,0,0,42,0,42,0,1296,41,0,40,411,0
50000,60,57,41,419,42,43,25,414,317,47,42,428,44,422,1069,41,0,40,411,0
40000,60,49,41,419,42,42,1,431,5,46,42,425,44,415,498,41,0,43,417,0
30000,60,38,43,412,41,40,25,420,472,47,49,416,46,417,1472,41,0,40,414,0
40000,60,43,43,414,42,43,25,412,510,46,42,428,41,411,1281,40,0,40,412,0
50000,60,25,41,413,41,40,10,412,0,0,42,0,44,0,701,40,0,40,416,0
30000,60,27,42,412,41,40,25,412,540,43,42,413,44,419,137,40,0,40,416,0
25000,60,33,43,418,42,42,10,412,0,0,42,0,46,0,761,40,0,40,413,0
35000,36,36,43,413,42,42,1,410,948,43,42,417,42,416,434,41,0,41,412,0
30000,36,34,41,417,42,42,1,412,744,46,42,426,45,421,763,40,0,40,414,0
7000,11,39,42,413,43,42,10,410,616,46,42,420,46,414,1472,41,0,40,418,0
50000,36,29,42,411,42,41,1,412,607,42,45,423,47,413,434,40,0,40,415,0
50000,36,59,41,418,42,44,10,412,716,44,48,424,46,414,946,40,0,40,414,0
40000,36,25,42,412,42,40,10,410,0,0,42,0,44,0,775,40,0,40,412,0
5000,11,31,43,413,41,40,10,413,0,0,42,0,47,0,1311,40,0,40,415,0
32000,36,23,42,410,42,41,10,412,631,41,42,413,41,410,153,40,0,40,417,0
50000,60,51,41,419,42,45,1,410,904,43,42,424,47,422,594,40,0,40,417,0
40000,48,25,42,412,41,40,1,454,66,43,42,416,42,411,144,40,0,40,410,0
30000,36,32,41,414,42,45,25,412,533,42,42,416,41,420,594,40,0,40,419,0
50000,60,34,43,416,42,42,1,410,0,0,41,0,42,0,672,40,0,40,412,0
25000,48,30,43,410,43,43,1,411,5,43,41,418,42,413,1056,41,0,40,411,0
20000,48,38,42,419,43,42,1,411,0,0,42,0,46,0,153,40,0,40,411,0
50000,60,47,41,416,42,43,10,411,187,42,42,421,44,417,417,41,0,40,411,0
11000,24,63,44,419,41,40,10,410,0,0,42,0,44,0,144,40,0,40,412,0
40000,60,48,42,411,42,43,10,412,732,42,42,415,44,414,1192,40,0,40,412,0
48000,48,27,42,412,41,41,25,412,0,0,42,0,42,0,269,40,0,40,419,0
15000,60,31,42,416,42,40,1,404,0,0,42,0,41,0,322,40,0,40,412,0
45000,36,51,41,418,42,43,25,410,0,0,48,0,44,0,914,40,0,40,419,0
22000,36,24,42,413,41,40,10,412,0,0,48,0,42,0,775,40,0,43,415,0
10000,24,36,43,412,41,40,1,411,0,0,42,0,44,0,722,40,0,40,415,0
25000,36,45,43,419,42,44,1,411,0,0,42,0,42,0,98,40,0,40,412,0
12000,12,47,43,419,42,42,25,420,0,0,42,0,46,0,312,40,0,40,413,0
10000,24,34,43,414,41,40,10,417,0,0,42,0,42,0,521,40,0,40,413,0
50000,60,46,41,419,42,43,1,404,140,46,42,428,42,422,1284,41,0,40,417,0
40000,60,44,41,419,42,44,10,411,97,46,42,428,42,417,1432,40,0,40,412,0
25000,36,61,43,415,43,43,10,420,571,43,42,415,42,419,1311,41,0,40,412,0
50000,60,37,42,412,42,41,10,410,0,0,42,0,45,0,1287,40,0,40,414,0
35000,36,43,41,419,42,43,1,410,957,43,42,428,42,420,22,41,0,40,411,0
50000,60,42,43,417,42,44,25,417,621,43,42,428,44,414,853,40,0,40,412,0
20000,36,26,41,413,41,40,10,431,0,0,42,0,44,0,222,40,0,40,410,0
