20000,24,39,43,413,43,41,10,420,415,44,42,414,41,415,591,41,0,40,415,0
30000,60,61,41,418,42,41,25,410,0,0,41,0,44,0,594,41,0,40,412,0
20000,24,39,43,413,43,41,10,420,0,0,42,0,41,0,591,41,0,40,415,0
25000,60,35,42,419,41,40,1,414,0,0,42,0,42,0,1311,41,0,40,419,0
10000,24,47,41,419,43,43,10,414,0,0,42,0,42,0,144,41,0,40,412,0
50000,60,35,42,419,41,40,25,420,420,46,42,417,46,415,383,40,0,40,414,0
8000,11,38,43,410,42,43,10,404,140,42,42,416,41,414,1332,40,0,40,412,0
50000,60,32,41,418,42,43,10,420,0,0,42,0,44,0,227,40,0,40,419,0
34000,24,45,41,419,42,43,10,404,0,0,42,0,44,0,775,40,0,40,411,0
18000,60,31,42,416,41,40,1,404,0,0,42,0,41,0,322,40,0,40,412,0
10000,60,56,41,418,42,44,10,414,347,44,42,418,46,420,1305,40,0,40,414,0
40000,48,29,43,417,42,41,10,412,69,44,42,420,47,414,1461,40,0,40,412,0
50000,60,40,41,412,42,43,10,414,362,43,42,428,44,419,590,40,0,40,412,0
50000,24,41,41,418,41,40,25,410,0,0,45,0,46,0,457,40,0,40,412,0
40000,60,30,43,417,42,43,1,410,856,47,42,424,42,422,308,40,0,40,414,0
50000,48,36,43,414,42,41,10,412,0,0,42,0,45,0,1472,40,0,40,410,0
25000,36,48,41,417,43,42,10,412,0,0,42,0,42,0,670,40,0,40,412,0
30000,60,59,41,417,42,45,10,412,717,43,42,428,44,422,704,40,0,40,412,0
35000,60,37,41,419,42,42,25,420,0,0,41,0,44,0,485,40,0,40,417,0
30000,48,48,41,419,42,41,10,410,0,0,42,0,44,0,485,40,0,40,414,0
