10000,48,28,42,417,41,40,25,420,441,44,42,415,44,411,485,40,0,40,416,0
50000,48,37,41,414,41,40,10,411,106,46,42,419,45,422,485,40,0,40,410,0
50000,60,75,41,419,42,45,10,410,934,42,46,428,42,422,1311,41,0,40,411,0
50000,60,41,41,419,42,45,10,410,0,0,45,0,44,0,224,40,0,40,411,0
15000,24,30,43,418,41,40,10,410,0,0,45,0,42,0,153,40,0,40,414,0
40000,60,46,41,413,43,43,10,412,0,0,42,0,42,0,1344,41,0,40,417,0
20000,24,35,43,411,42,41,10,410,877,43,42,420,46,419,485,40,0,40,412,2
40000,36,61,41,413,41,40,10,412,542,44,41,411,44,418,1309,41,0,40,411,0
50000,24,26,43,412,41,40,10,431,61,43,42,413,44,414,153,40,0,40,416,0
10000,24,41,41,419,42,47,1,446,539,46,42,421,42,420,478,41,0,40,412,0
10000,24,41,41,419,42,47,1,446,0,0,42,0,42,0,478,41,0,40,412,0
50000,60,42,43,415,43,41,10,412,572,46,42,419,44,416,1311,41,0,40,419,0
32000,60,32,43,416,41,40,10,404,0,0,45,0,41,0,471,40,0,40,410,0
50000,60,42,43,415,43,41,10,412,0,0,42,0,44,0,1311,41,0,40,419,0
6000,10,41,43,413,41,40,10,414,380,46,42,414,41,412,690,40,0,42,418,0
15000,24,25,41,411,42,40,10,410,0,0,41,0,42,0,46,41,0,40,412,0
50000,60,37,41,419,42,43,10,414,313,45,42,417,42,418,1065,40,0,41,411,0
50000,60,45,41,411,41,42,25,420,0,0,42,0,46,0,1215,41,0,40,411,0
30000,36,37,41,416,41,40,10,414,362,43,42,415,46,421,1057,40,0,40,419,2
14000,36,36,43,410,43,42,25,411,55,42,47,410,42,418,1311,41,0,40,419,0
5000,11,31,42,411,41,40,25,431,0,0,41,0,41,0,722,40,0,40,417,0
49000,36,51,43,419,43,42,10,410,923,46,42,423,44,411,593,40,0,40,410,0
20000,60,49,41,419,42,43,1,420,0,0,45,0,41,0,1157,40,0,41,412,0
50000,60,41,41,419,42,44,10,410,937,43,42,423,42,422,321,41,0,40,417,0
35000,24,27,43,413,42,42,25,412,522,43,42,415,42,419,185,41,0,40,410,0
35000,48,27,43,413,42,42,25,412,522,43,42,415,42,419,185,41,0,40,410,0
25000,24,43,43,417,43,41,10,410,902,46,42,416,44,418,594,41,0,40,411,0
50000,60,47,41,411,42,44,25,414,0,0,49,0,44,0,356,41,0,40,414,0
25000,36,42,41,416,42,43,1,431,0,0,42,0,44,0,1326,40,0,40,412,0
