60000,60,35,41,413,42,43,25,420,0,0,42,0,47,0,1151,40,0,40,414,0
5000,11,31,43,416,43,41,10,412,747,42,42,415,42,413,722,41,0,42,412,0
60000,60,60,43,419,42,44,10,412,653,46,42,428,42,422,1255,40,0,40,419,0
25000,60,40,43,414,42,42,10,431,111,47,42,423,44,418,1178,40,0,40,412,0
60000,60,35,41,414,42,43,25,412,0,0,42,0,46,0,1151,40,0,40,414,0
25000,12,36,41,419,42,46,25,420,0,0,45,0,42,0,1248,40,0,40,415,0
15000,60,46,41,419,43,44,1,411,174,46,42,422,44,418,722,41,0,40,416,0
25000,36,59,41,419,42,40,10,412,576,46,42,428,44,418,1178,41,0,40,417,1
40000,24,56,41,419,42,40,1,431,8,45,42,423,46,422,1288,40,0,40,411,0
5000,11,37,41,414,42,43,10,412,0,0,42,0,42,0,527,41,0,40,416,0
10000,12,59,41,414,43,43,10,412,610,47,42,418,44,414,1472,40,0,40,410,0
5000,11,37,43,412,41,40,1,412,721,42,47,410,41,421,1284,40,0,40,418,0
40000,60,36,42,419,41,40,10,431,120,46,42,421,44,416,540,40,0,40,411,0
5000,10,29,42,417,41,40,25,411,0,0,44,0,43,0,1285,41,0,41,416,0
13000,12,33,42,411,41,40,25,412,712,43,42,414,44,412,1057,40,0,40,410,0
24000,60,27,43,411,41,40,25,410,833,46,42,418,44,418,1344,40,0,40,412,0
8000,11,37,41,419,41,40,1,412,0,0,47,0,41,0,1284,40,0,40,418,0
5000,6,31,43,410,42,41,1,404,140,43,42,421,44,414,1285,41,0,40,412,0
15000,24,37,43,412,42,43,10,412,0,0,42,0,42,0,400,40,0,41,412,0
10000,36,39,43,411,41,41,10,412,0,0,41,0,42,0,1284,41,0,40,412,0
12000,36,35,41,414,42,44,10,412,0,0,42,0,41,0,227,40,0,42,412,0
52000,60,58,43,410,43,43,10,410,0,0,42,0,41,0,153,41,0,40,414,0
60000,60,54,41,416,43,43,10,412,0,0,48,0,42,0,292,41,0,40,415,0
40000,60,52,42,419,43,40,25,420,494,43,42,415,46,414,1472,40,0,40,417,0
60000,60,23,41,413,43,40,10,410,981,43,42,413,42,417,386,41,0,40,412,0
20000,24,24,42,411,41,40,25,410,961,43,42,416,41,417,722,40,0,40,419,0
30000,36,30,43,413,41,40,25,454,97,42,42,416,44,413,1456,40,0,40,411,0
50000,60,52,43,419,42,41,25,412,474,47,42,428,45,422,1472,41,0,40,411,1
10000,24,26,42,411,41,40,25,412,685,42,42,413,44,419,1472,41,0,40,412,0
60000,24,39,41,415,43,42,10,412,0,0,42,0,42,0,153,41,0,40,415,0
30000,48,51,41,418,42,44,10,404,0,0,45,0,44,0,775,41,0,40,416,1
20000,24,49,41,419,42,43,10,417,643,48,42,424,41,422,706,40,0,41,411,0
50000,60,39,41,414,43,42,25,412,0,0,41,0,42,0,153,41,0,40,417,0
50000,60,39,41,414,43,42,25,412,0,0,42,0,42,0,153,41,0,40,417,0
45000,24,23,42,411,41,40,10,413,0,0,42,0,44,0,1288,40,0,40,412,0
55000,60,26,42,417,41,40,10,412,160,42,42,428,41,419,153,40,0,40,412,0
40000,60,44,43,412,42,41,10,412,0,0,42,0,44,0,144,41,0,40,411,0
10000,60,25,42,411,41,40,25,412,540,43,41,413,43,418,137,41,0,41,414,0
60000,60,25,42,411,41,40,25,412,576,43,42,419,44,419,1178,40,0,40,416,0
25000,60,29,42,418,41,40,25,412,474,44,42,418,46,420,1326,41,0,40,412,0
40000,60,36,41,414,42,45,10,417,669,43,42,424,42,422,1342,41,0,40,410,0
60000,60,23,42,412,41,40,10,411,114,43,42,416,47,413,137,40,0,40,419,0
10000,48,50,43,410,43,41,25,410,0,0,42,0,46,0,1472,40,0,40,410,0
60000,60,39,41,414,42,42,10,431,91,45,42,428,46,415,1192,40,0,40,411,0
30000,60,44,43,412,42,42,10,412,651,42,42,428,44,419,144,41,0,40,411,0
50000,60,39,41,414,43,42,25,412,0,0,42,0,42,0,153,41,0,40,417,0
5000,6,36,43,413,41,40,10,410,976,46,45,417,44,422,1304,40,0,40,412,0
30000,60,44,43,413,42,42,10,412,0,0,42,0,44,0,144,41,0,40,411,0
60000,60,36,41,414,42,42,25,410,973,43,42,417,42,422,693,40,0,40,411,0
34000,12,34,42,414,41,40,10,410,932,46,42,416,44,422,137,40,0,40,410,0
60000,60,42,41,418,41,40,10,412,703,46,41,417,44,422,485,41,0,40,414,1
10000,48,36,43,419,42,43,10,446,507,46,42,416,41,414,235,40,0,40,419,0
6000,10,26,42,412,41,40,10,412,701,42,42,416,42,418,485,40,0,40,416,1
20000,24,33,43,413,42,45,10,411,0,0,41,0,44,0,970,40,0,41,412,0
30000,60,36,43,411,43,42,10,412,699,42,42,415,42,418,594,40,0,40,412,0
30000,60,36,42,411,43,42,10,411,0,0,42,0,42,0,775,40,0,40,412,0
30000,60,49,43,412,42,42,10,410,0,0,42,0,46,0,312,40,0,42,412,0
10000,36,40,42,411,42,41,10,411,174,44,42,424,42,420,722,41,0,40,413,0
10000,36,40,42,411,42,41,10,412,747,44,42,424,42,420,722,41,0,40,413,0
50000,60,36,41,414,42,42,10,412,506,44,45,424,42,414,527,40,0,40,412,0
10000,60,38,42,413,41,40,10,412,0,0,42,0,44,0,49,41,0,40,416,0
50000,60,62,41,413,42,42,25,410,886,46,41,417,44,422,485,40,0,40,412,1
5000,10,29,43,414,41,40,10,412,0,0,42,0,44,0,78,40,0,41,412,0
60000,60,45,41,414,43,42,10,410,0,0,45,0,46,0,1284,41,0,40,415,0
18000,60,27,42,413,43,40,10,412,0,0,44,0,41,0,526,41,0,40,416,0
10000,60,54,41,419,43,41,10,420,0,0,42,0,44,0,1432,41,0,43,413,0
10000,36,34,42,419,42,43,10,454,53,43,42,423,44,415,734,40,0,40,413,0
50000,60,43,41,419,42,44,25,412,650,46,42,428,42,422,144,40,0,40,411,0
40000,36,40,42,416,43,43,25,420,0,0,42,0,46,0,59,41,0,40,410,0
30000,60,57,41,419,43,43,10,413,94,43,42,418,42,422,153,41,0,40,417,0
7000,11,33,42,417,43,42,10,410,861,42,41,411,41,418,1472,41,0,40,419,0
22000,12,59,41,419,42,42,1,412,754,43,42,428,44,422,471,40,0,40,417,1
20000,36,40,43,414,42,44,10,431,0,0,42,0,44,0,471,41,0,40,419,0
50000,60,64,41,419,42,45,1,411,60,43,46,426,46,421,292,40,0,40,419,0
30000,60,45,41,414,43,42,10,410,719,46,45,422,46,420,1284,41,0,40,415,0
