50000,60,43,43,417,42,41,10,412,612,42,42,415,41,416,1064,40,0,40,410,0
9000,9,23,41,411,41,40,25,412,649,46,45,413,41,416,1405,40,0,40,419,0
40000,36,44,41,414,42,44,10,412,631,45,42,428,46,422,599,40,0,40,410,0
50000,60,36,42,414,41,40,10,404,138,42,41,417,42,416,1212,40,0,40,411,0
17000,24,28,42,412,41,40,25,411,137,42,42,411,42,411,761,41,0,40,419,0
50000,60,45,42,413,41,40,25,412,0,0,45,0,42,0,46,40,0,41,417,0
30000,36,46,43,419,41,42,25,431,0,0,41,0,42,0,394,41,0,40,419,0
50000,60,31,42,415,41,40,10,411,70,46,44,414,42,414,1291,40,0,40,416,0
30000,24,26,42,412,42,41,10,417,0,0,42,0,41,0,594,40,0,40,410,0
30000,60,35,41,414,42,43,25,412,692,47,42,428,47,422,519,40,0,40,411,1
50000,60,46,43,415,42,43,25,412,617,45,45,424,47,415,1218,40,0,40,415,0
50000,60,34,43,411,41,40,25,413,95,46,42,419,46,413,237,40,0,40,410,0
40000,12,64,43,416,42,43,1,412,663,44,42,421,41,415,1064,40,0,42,410,0
45000,60,31,42,418,41,40,10,414,0,0,42,0,42,0,505,40,0,40,412,0
25000,48,28,42,410,41,40,1,420,559,46,45,416,44,412,1055,40,0,40,417,0
60000,60,28,43,411,41,40,25,413,0,0,45,0,44,0,434,40,0,40,415,0
46000,36,25,42,412,41,40,10,410,0,0,42,0,42,0,471,40,0,40,412,0
20000,24,48,43,417,42,43,25,409,690,42,42,420,41,421,1157,40,0,40,410,0
25000,24,25,42,412,41,40,25,412,668,43,42,412,44,421,1413,40,0,40,413,1
14000,36,28,43,412,41,40,10,410,0,0,42,0,44,0,1472,40,0,41,419,0
7000,10,22,43,410,41,40,10,411,45,43,42,415,41,417,1472,40,0,40,412,0
12000,24,27,42,411,41,40,25,412,771,43,42,415,41,419,1064,40,0,41,412,0
6000,11,34,43,410,41,40,25,412,588,42,42,412,41,411,1498,40,0,41,410,0
60000,24,31,42,414,41,40,10,411,152,43,48,418,42,415,1472,40,0,41,415,0
60000,60,30,43,412,42,41,10,414,0,0,42,0,44,0,471,40,0,40,412,1
15000,48,26,43,413,41,41,10,412,0,0,42,0,41,0,447,40,0,40,412,0
20000,48,26,43,413,41,41,10,412,0,0,42,0,41,0,447,40,0,40,412,0
20000,24,33,43,414,41,42,10,412,0,0,42,0,42,0,137,40,0,40,419,0
15000,24,47,43,416,42,43,1,412,0,0,42,0,44,0,853,40,0,40,412,0
60000,36,34,43,414,42,42,10,412,632,46,42,424,44,422,400,40,0,40,419,0
60000,60,28,41,417,42,41,1,410,945,42,42,416,44,412,1065,40,0,40,411,0
40000,60,31,44,415,42,43,10,411,0,0,42,0,42,0,722,40,0,40,411,0
7000,11,32,42,413,41,40,10,411,0,0,42,0,44,0,1472,40,0,40,412,0
15000,24,47,43,416,42,43,1,412,0,0,42,0,44,0,853,40,0,40,412,1
